character_file,path_id,ability_kind,variable_name,min_value,eidolon_value,eidolon_value_2,raw_args,literal
Argenti,1300,skill,skillScaling,1.20,1.32,,"1.20, 1.32",True
Argenti,1300,ult,ultScaling,1.60,1.728,,"1.60, 1.728",True
Argenti,1300,ult,ultEnhancedScaling,2.80,3.024,,"2.80, 3.024",True
Argenti,1300,ult,ultEnhancedExtraHitScaling,0.95,1.026,,"0.95, 1.026",True
Argenti,1300,talent,talentCrStackValue,0.025,0.028,,"0.025, 0.028",True
BlackSwanB1,1300,talent,arcanaStackMultiplier,0.12,0.132,,"0.12, 0.132",True
BlackSwanB1,1300,ult,epiphanyDmgTakenBoost,0.25,0.27,,"0.25, 0.27",True
BlackSwanB1,1300,skill,skillDefShredValue,0.208,0.22,,"0.208, 0.22",True
BlackSwanB1,1300,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
BlackSwanB1,1300,skill,skillScaling,0.90,0.99,,"0.90, 0.99",True
BlackSwanB1,1300,ult,ultScaling,1.20,1.296,,"1.20, 1.296",True
BlackSwanB1,1300,talent,dotScaling,2.40,2.64,,"2.40, 2.64",True
BlackSwanB1,1300,talent,dotChance,0.65,0.68,,"0.65, 0.68",True
Sunday,1300,skill,skillDmgBoostValue,0.30,0.33,,"0.30, 0.33",True
Sunday,1300,skill,skillDmgBoostSummonValue,0.50,0.55,,"0.50, 0.55",True
Sunday,1300,ult,ultCdBoostValue,0.30,0.336,,"0.30, 0.336",True
Sunday,1300,ult,ultCdBoostBaseValue,0.12,0.128,,"0.12, 0.128",True
Sunday,1300,talent,talentCrBuffValue,0.20,0.22,,"0.20, 0.22",True
Sunday,1300,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
RuanMei,1300,ult,fieldResPenValue,0.25,0.27,,"0.25, 0.27",True
RuanMei,1300,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
RuanMei,1300,skill,skillScaling,0.32,0.352,,"0.32, 0.352",True
RuanMei,1300,talent,talentSpdScaling,0.10,0.104,,"0.10, 0.104",True
Acheron,1300,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Acheron,1300,skill,skillScaling,1.60,1.76,,"1.60, 1.76",True
Acheron,1300,ult,ultRainbladeScaling,0.24,0.2592,,"0.24, 0.2592",True
Acheron,1300,ult,ultCrimsonKnotScaling,0.15,0.162,,"0.15, 0.162",True
Acheron,1300,ult,ultStygianResurgeScaling,1.20,1.296,,"1.20, 1.296",True
Acheron,1300,talent,talentResPen,0.2,0.22,,"0.2, 0.22",True
Rappa,1300,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Rappa,1300,basic,basicEnhancedScaling,2.00,2.32,,"2.00, 2.32",True
Rappa,1300,skill,skillScaling,1.20,1.32,,"1.20, 1.32",True
Rappa,1300,ult,ultBeBuff,0.30,0.34,,"0.30, 0.34",True
Rappa,1300,talent,talentBreakDmgModifier,0.60,0.66,,"0.60, 0.66",True
Rappa,1300,talent,talentChargeMultiplier,0.50,0.55,,"0.50, 0.55",True
Boothill,1300,skill,standoffVulnerabilityBoost,0.30,0.33,,"0.30, 0.33",True
Boothill,1300,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Boothill,1300,basic,basicEnhancedScaling,2.20,2.42,,"2.20, 2.42",True
Boothill,1300,ult,ultScaling,4.00,4.32,,"4.00, 4.32",True
Boothill,1300,talent,,0.70,0.77,,"0.70, 0.77",True
Boothill,1300,talent,,1.20,1.32,,"1.20, 1.32",True
Boothill,1300,talent,,1.70,1.87,,"1.70, 1.87",True
TheDahlia,1300,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
TheDahlia,1300,skill,skillScaling,1.60,1.76,,"1.60, 1.76",True
TheDahlia,1300,ult,ultScaling,3.00,3.24,,"3.00, 3.24",True
TheDahlia,1300,talent,fuaScaling,0.30,0.33,,"0.30, 0.33",True
TheDahlia,1300,talent,fuaSuperBreakScaling,2.00,2.20,,"2.00, 2.20",True
TheDahlia,1300,ult,ultDefPenValue,0.18,0.20,,"0.18, 0.20",True
TheDahlia,1300,talent,superBreakScaling,0.60,0.66,,"0.60, 0.66",True
Jade,1300,basic,basicScaling,0.90,0.99,,"0.90, 0.99",True
Jade,1300,skill,skillScaling,0.25,0.27,,"0.25, 0.27",True
Jade,1300,ult,ultScaling,2.40,2.64,,"2.40, 2.64",True
Jade,1300,ult,ultFuaScalingBuff,0.80,0.88,,"0.80, 0.88",True
Jade,1300,talent,fuaScaling,1.20,1.32,,"1.20, 1.32",True
Jade,1300,talent,pawnedAssetCdScaling,0.024,0.0264,,"0.024, 0.0264",True
FireflyB1,1300,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
FireflyB1,1300,basic,basicEnhancedScaling,2.00,2.20,,"2.00, 2.20",True
FireflyB1,1300,skill,skillScaling,2.00,2.20,,"2.00, 2.20",True
FireflyB1,1300,skill,skillEnhancedAtkScaling,2.00,2.20,,"2.00, 2.20",True
FireflyB1,1300,ult,ultSpdBuff,60,66,,"60, 66",True
FireflyB1,1300,ult,ultWeaknessBrokenBreakVulnerability,0.20,0.22,,"0.20, 0.22",True
FireflyB1,1300,talent,talentResBuff,0.30,0.34,,"0.30, 0.34",True
FireflyB1,1300,talent,talentDmgReductionBuff,0.40,0.44,,"0.40, 0.44",True
Gallagher,1300,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Gallagher,1300,basic,basicEnhancedScaling,2.50,2.75,,"2.50, 2.75",True
Gallagher,1300,basic,ultScaling,1.50,1.65,,"1.50, 1.65",True
Gallagher,1300,talent,talentBesottedScaling,0.12,0.132,,"0.12, 0.132",True
Gallagher,1300,skill,skillHealFlat,1600,1768,,"1600, 1768",True
Gallagher,1300,talent,talentHealFlat,640,707.2,,"640, 707.2",True
DrRatio,1300,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
DrRatio,1300,skill,skillScaling,1.50,1.65,,"1.50, 1.65",True
DrRatio,1300,ult,ultScaling,2.40,2.592,,"2.40, 2.592",True
DrRatio,1300,talent,fuaScaling,2.70,2.97,,"2.70, 2.97",True
BladeB1,1200,skill,enhancedStateDmgBoost,0.40,0.456,,"0.40, 0.456",True
BladeB1,1200,basic,basicScaling,0.50,0.55,,"0.50, 0.55",True
BladeB1,1200,skill,basicEnhancedHpScaling,1.30,1.43,,"1.30, 1.43",True
BladeB1,1200,ult,ultHpScaling,1.50,1.62,,"1.50, 1.62",True
BladeB1,1200,ult,ultLostHpScaling,1.20,1.296,,"1.20, 1.296",True
BladeB1,1200,talent,fuaHpScaling,1.30,1.43,,"1.30, 1.43",True
Hanya,1200,ult,ultSpdBuffValue,0.20,0.21,,"0.20, 0.21",True
Hanya,1200,ult,ultAtkBuffValue,0.60,0.648,,"0.60, 0.648",True
Hanya,1200,talent,talentDmgBoostValue,0.30,0.33,,"0.30, 0.33",True
Hanya,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Hanya,1200,skill,skillScaling,2.40,2.64,,"2.40, 2.64",True
Jiaoqiu,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Jiaoqiu,1200,skill,skillScaling,1.50,1.65,,"1.50, 1.65",True
Jiaoqiu,1200,ult,ultScaling,1.00,1.08,,"1.00, 1.08",True
Jiaoqiu,1200,ult,ultVulnerabilityScaling,0.15,0.162,,"0.15, 0.162",True
Jiaoqiu,1200,talent,talentVulnerabilityBase,0.15,0.165,,"0.15, 0.165",True
Jiaoqiu,1200,talent,talentVulnerabilityScaling,0.05,0.055,,"0.05, 0.055",True
Jiaoqiu,1200,talent,talentDotScaling,1.80,1.98,,"1.80, 1.98",True
Jiaoqiu,1200,ult,,0.6,0.62,,"0.6, 0.62",True
Qingque,1200,skill,skillStackDmg,0.38,0.408,,"0.38, 0.408",True
Qingque,1200,talent,talentAtkBuff,0.72,0.792,,"0.72, 0.792",True
Qingque,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Qingque,1200,basic,basicEnhancedScaling,2.40,2.64,,"2.40, 2.64",True
Qingque,1200,ult,ultScaling,2.00,2.16,,"2.00, 2.16",True
Feixiao,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Feixiao,1200,skill,skillScaling,2.00,2.20,,"2.00, 2.20",True
Feixiao,1200,ult,ultScaling,0.60,0.648,,"0.60, 0.648",True
Feixiao,1200,ult,ultBrokenScaling,0.30,0.33,,"0.30, 0.33",True
Feixiao,1200,ult,ultFinalScaling,1.60,1.728,,"1.60, 1.728",True
Feixiao,1200,talent,fuaScaling,1.10,1.21,,"1.10, 1.21",True
Feixiao,1200,talent,talentDmgBuff,0.60,0.66,,"0.60, 0.66",True
Luocha,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Luocha,1200,ult,ultScaling,2.00,2.16,,"2.00, 2.16",True
Luocha,1200,skill,skillHealScaling,0.60,0.64,,"0.60, 0.64",True
Luocha,1200,skill,skillHealFlat,800,890,,"800, 890",True
Luocha,1200,talent,talentHealScaling,0.18,0.192,,"0.18, 0.192",True
Luocha,1200,talent,talentHealFlat,240,267,,"240, 267",True
FuXuan,1200,skill,skillCrBuffValue,0.12,0.132,,"0.12, 0.132",True
FuXuan,1200,skill,skillHpBuffValue,0.06,0.066,,"0.06, 0.066",True
FuXuan,1200,talent,talentDmgReductionValue,0.18,0.196,,"0.18, 0.196",True
FuXuan,1200,basic,basicScaling,0.50,0.55,,"0.50, 0.55",True
FuXuan,1200,ult,ultScaling,1.00,1.08,,"1.00, 1.08",True
Fugue,1200,skill,skillBeValue,0.30,0.33,,"0.30, 0.33",True
Fugue,1200,skill,skillDefPenValue,0.18,0.20,,"0.18, 0.20",True
Fugue,1200,basic,basicScaling,1.00,1.10,,"1.00, 1.10",True
Fugue,1200,ult,ultScaling,2.00,2.20,,"2.00, 2.20",True
Fugue,1200,talent,superBreakScaling,1.00,1.10,,"1.00, 1.10",True
